date,value,Rain,Wind,Temp,Humidity,value_dayb
2018-01-02,37.4,0.0,1.3675,6.5101,88.9653,42.5
2018-01-03,47.9,0.4,0.9038,5.8387,81.2292,37.4
2018-01-04,37.8,0.0,0.9815,8.1765,78.4167,47.9
2018-01-05,71.6,1.4,0.8531,6.4087,82.1667,37.8
2018-01-06,49.8,7.4,0.5831,7.3478,86.8056,71.6
2018-01-07,52.2,0.2,1.553,8.7825,89.6111,49.8
2018-01-08,40.5,0.8,3.1367,10.9212,84.875,52.2
2018-01-09,30.1,9.0,2.4949,11.1001,91.0833,40.5
2018-01-10,38.0,0.0,0.9149,9.0354,91.3403,30.1
2018-01-11,54.5,0.4,0.7629,8.379,90.75,38.0
2018-01-12,59.1,0.0,0.9048,8.4535,88.7222,54.5
2018-01-13,55.4,0.0,0.6651,7.0036,89.1319,59.1
2018-01-14,63.8,0.0,0.9636,4.5267,86.8194,55.4
2018-01-15,71.9,0.4,0.6444,4.0692,88.8056,63.8
2018-01-16,57.9,0.0,0.9723,4.8782,88.0694,71.9
2018-01-17,57.1,0.4,1.4385,5.2405,79.2986,57.9
2018-01-18,56.1,0.0,0.9282,6.4751,60.6528,57.1
2018-01-19,56.1,0.0,0.7847,6.6967,54.4792,56.1
2018-01-20,72.5,0.0,1.1005,5.0846,63.8194,56.1
2018-01-21,24.7,0.0,1.7427,7.3769,50.2639,72.5
2018-01-22,46.1,0.0,1.0186,6.7304,45.3472,24.7
2018-01-24,77.2,0.0,0.7853,6.1865,63.3819,46.1
2018-01-27,54.7,2.6,1.0356,7.3468,80.5764,77.2
2018-01-28,47.4,0.2,0.5772,5.3108,85.5486,54.7
2018-01-29,61.5,0.0,0.5337,4.9668,82.5625,47.4
2018-01-30,63.5,0.0,1.2248,3.8124,81.0139,61.5
2018-01-31,60.9,1.6,0.6269,5.9856,82.3403,63.5
2018-02-01,38.3,6.0,1.7228,6.1692,84.8264,60.9
2018-02-02,39.1,0.0,1.1517,6.2872,77.6181,38.3
2018-02-03,35.2,0.0,1.1242,5.2822,68.0694,39.1
2018-02-04,35.1,0.0,1.3089,4.3797,64.8958,35.2
2018-02-05,30.6,2.4,1.3401,4.5927,72.9236,35.1
2018-02-06,31.3,10.2,0.8967,3.8778,79.3681,30.6
2018-02-07,28.0,1.8,0.8688,4.9299,74.6875,31.3
2018-02-08,51.7,0.0,0.7165,6.4396,71.0972,28.0
2018-02-09,38.6,0.4,0.9638,7.6448,66.2639,51.7
2018-02-10,38.1,2.6,0.8892,6.5772,68.4861,38.6
2018-02-11,62.3,0.0,1.2658,5.5354,67.0972,38.1
2018-02-12,65.1,0.0,1.3943,5.4512,64.4861,62.3
2018-02-13,26.2,0.0,1.0469,4.1972,54.2153,65.1
2018-02-14,46.7,0.0,0.7717,4.1625,46.4444,26.2
2018-02-15,65.6,0.0,0.8196,4.0321,52.0417,46.7
2018-02-18,70.9,0.0,1.4292,5.4539,71.0486,65.6
2018-02-19,34.5,0.0,1.1769,4.8225,58.3056,70.9
2018-02-20,54.0,0.0,1.06,5.1693,56.2431,34.5
2018-02-21,54.7,0.0,1.0208,5.3217,53.875,54.0
2018-02-22,42.7,1.0,0.8502,4.0729,69.4653,54.7
2018-02-23,32.8,5.4,0.9756,2.8596,78.6458,42.7
2018-02-24,38.5,0.4,0.9145,6.1801,69.4167,32.8
2018-02-25,33.8,0.2,3.5533,0.4206,57.9583,38.5
2018-02-26,34.2,0.0,1.9045,-1.5701,40.5486,33.8
2018-02-27,36.6,0.0,1.0655,-2.1288,41.9028,34.2
2018-02-28,58.4,0.0,1.5385,-1.3797,43.7083,36.6
2018-03-01,66.7,2.6,1.035,-1.7947,75.4097,58.4
2018-03-02,77.5,4.8,0.9033,-0.1715,79.125,66.7
2018-03-03,53.7,6.0,1.0888,1.0135,83.1875,77.5
2018-03-04,44.4,1.0,1.1353,1.8967,81.1181,53.7
2018-03-05,58.3,1.2,0.65,5.2535,77.3472,44.4
2018-03-06,57.4,1.0,0.7919,6.2411,77.4653,58.3
2018-03-07,49.9,6.8,1.1848,6.4738,79.3542,57.4
2018-03-08,43.7,0.0,0.8247,8.6831,59.3194,49.9
2018-03-09,46.9,0.0,0.989,11.0074,55.5,43.7
2018-03-10,26.5,5.2,0.778,9.1701,80.1458,46.9
2018-03-11,21.4,42.4,1.0019,8.1804,87.5417,26.5
2018-03-12,28.7,5.0,0.774,9.0788,77.6364,21.4
2018-03-13,40.3,0.0,0.7816,11.4386,63.4236,28.7
2018-03-14,33.4,0.0,1.004,11.631,52.0625,40.3
2018-03-15,35.7,21.0,1.9708,8.3761,76.3681,33.4
2018-03-16,18.5,1.6,1.1072,10.054,67.0208,35.7
2018-03-17,24.7,19.4,1.9081,8.3585,81.5,18.5
2018-03-18,9.8,11.0,1.6511,6.5939,82.3125,24.7
2018-03-19,17.6,1.2,1.6378,4.1244,78.5972,9.8
2018-03-20,30.7,5.2,1.6186,5.8845,66.2708,17.6
2018-03-21,28.0,1.2,1.5822,5.6585,54.6736,30.7
2018-03-22,34.9,0.0,1.3305,6.1194,44.6111,28.0
2018-03-23,55.6,0.0,1.5545,7.3179,49.2639,34.9
2018-03-24,37.9,0.0,2.1536,8.4184,49.4167,55.6
2018-03-25,30.0,0.0,1.2928,9.219,43.8264,37.9
2018-03-26,57.5,0.0,0.6681,10.168,48.7917,30.0
2018-03-27,61.4,0.0,0.8597,11.9776,43.7153,57.5
2018-03-28,50.6,0.0,1.3487,11.2878,59.4514,61.4
2018-03-29,59.9,1.0,1.6431,11.4728,71.3264,50.6
2018-03-30,45.1,1.4,2.456,13.1512,66.1736,59.9
2018-03-31,21.0,5.8,1.8269,10.439,65.9028,45.1
2018-04-01,6.8,0.0,1.677,13.4191,29.1458,21.0
2018-04-02,24.2,0.0,1.1999,11.9326,46.9028,6.8
2018-04-03,27.3,6.8,0.9438,11.3909,61.4792,24.2
2018-04-07,49.3,0.0,1.4151,15.4778,56.0694,27.3
2018-04-08,37.5,0.0,2.1628,15.4547,50.1597,49.3
2018-04-09,22.3,14.6,1.3937,12.3443,71.6111,37.5
2018-04-10,21.4,5.0,1.2988,11.2126,77.7361,22.3
2018-04-11,21.7,41.8,1.5081,10.4797,77.5486,21.4
2018-04-12,12.9,39.6,1.8917,10.7557,78.8472,21.7
2018-04-13,13.4,0.4,0.9068,11.8647,68.1528,12.9
2018-04-14,24.9,0.0,0.7207,14.7071,55.2431,13.4
2018-04-15,25.7,0.0,0.7368,14.607,60.3403,24.9
2018-04-16,36.6,0.0,0.7076,17.6447,54.3472,25.7
2018-04-17,54.5,0.0,1.3516,19.0703,55.3958,36.6
2018-04-18,50.8,0.0,1.0221,19.9744,50.7431,54.5
2018-04-19,47.0,0.0,1.2827,19.9735,46.3264,50.8
2018-04-20,48.4,0.0,0.8275,21.3583,43.3125,47.0
2018-04-21,52.3,0.0,0.9401,21.9925,44.1806,48.4
2018-04-22,36.0,0.0,1.3606,21.7142,40.7292,52.3
2018-04-23,38.7,0.0,1.4119,21.2178,45.6458,36.0
2018-04-24,35.0,0.0,1.1124,20.7928,48.2639,38.7
2018-04-25,34.0,0.0,1.4006,20.8812,46.7153,35.0
2018-04-26,32.4,0.0,1.3697,20.575,53.5417,34.0
2018-04-27,40.8,0.0,2.4698,18.8097,55.5903,32.4
2018-04-28,41.9,0.0,1.1248,19.9103,55.4444,40.8
2018-04-29,39.2,0.0,2.8745,20.7048,54.4444,41.9
2018-04-30,19.7,0.8,1.8367,17.2073,42.25,39.2
2018-05-01,18.4,3.6,1.6809,15.0197,51.1736,19.7
2018-05-02,16.2,10.0,1.1522,12.309,80.7708,18.4
2018-05-03,24.2,3.6,1.0231,14.8057,80.5764,16.2
2018-05-04,28.8,3.8,1.0723,17.5069,73.7986,24.2
2018-05-05,29.7,0.0,1.0074,19.2661,64.5972,28.8
2018-05-06,29.7,0.0,1.0823,21.5061,60.5694,29.7
2018-05-07,22.6,0.0,1.1149,20.3412,58.125,29.7
2018-05-08,24.5,16.8,1.3663,20.0192,59.1111,22.6
2018-05-09,19.4,5.2,1.3065,16.8806,73.3125,24.5
2018-05-10,18.7,0.0,0.8192,18.8791,61.6181,19.4
2018-05-11,28.8,4.6,1.2536,19.5139,63.2917,18.7
2018-05-12,19.5,0.4,0.894,18.7146,67.2708,28.8
2018-05-13,17.9,5.6,1.2573,17.4488,65.9931,19.5
2018-05-14,6.9,21.2,1.6843,13.8899,63.7917,17.9
2018-05-15,11.6,0.0,1.704,13.7517,62.3056,6.9
2018-05-16,20.0,7.4,1.0423,15.7849,65.0625,11.6
2018-05-17,20.4,0.0,1.0888,17.1199,65.2847,20.0
2018-05-18,22.8,0.0,1.0779,19.2003,55.6875,20.4
2018-05-19,22.0,0.4,1.1861,18.8122,59.2083,22.8
2018-05-20,13.8,8.6,1.5497,17.8947,66.9236,22.0
2018-05-21,14.8,0.8,1.1172,18.1364,64.4236,13.8
2018-05-22,26.6,1.2,1.1387,17.0626,74.3403,14.8
2018-05-23,21.8,0.0,0.8466,19.4716,65.1389,26.6
2018-05-24,25.2,0.0,0.8733,21.7815,57.5208,21.8
2018-05-25,22.4,0.0,0.9693,23.6372,50.6944,25.2
2018-05-26,38.6,0.0,1.3674,24.5769,53.5,22.4
2018-05-27,34.5,0.0,1.4926,24.4146,53.7917,38.6
2018-05-28,18.3,18.6,1.4524,21.1975,64.6667,34.5
2018-05-29,22.0,8.4,1.0442,21.2177,70.4306,18.3
2018-05-30,40.9,5.0,1.1998,22.3191,66.5764,22.0
2018-05-31,26.5,0.0,1.3221,21.6707,64.6181,40.9
2018-06-01,19.6,0.0,1.8794,22.2065,56.3681,26.5
2018-06-02,19.4,0.0,1.3605,22.9521,56.2222,19.6
2018-06-03,18.8,0.0,1.0626,24.2819,51.1181,19.4
2018-06-04,28.0,2.2,1.323,21.1277,70.5833,18.8
2018-06-05,24.7,0.0,1.3787,22.3053,62.7986,28.0
2018-06-06,17.5,0.0,1.4367,22.6194,57.8403,24.7
2018-06-07,16.7,1.2,1.374,22.7196,55.7986,17.5
2018-06-08,15.1,5.0,1.0953,20.2476,69.1597,16.7
2018-06-09,15.3,0.0,1.5665,23.0249,58.8542,15.1
2018-06-10,18.6,0.0,1.4997,24.2381,59.8542,15.3
2018-06-11,30.0,0.0,1.0878,24.9422,57.7986,18.6
2018-06-12,31.9,1.0,1.214,22.9683,64.3542,30.0
2018-06-13,18.0,8.2,1.1685,20.4021,71.125,31.9
2018-06-14,15.2,1.0,1.0054,23.0607,53.1042,18.0
2018-06-15,19.1,0.0,1.694,23.6721,49.9931,15.2
2018-06-16,22.5,0.0,1.6384,24.8062,43.8056,19.1
2018-06-17,23.6,0.0,1.0072,25.8162,45.4931,22.5
2018-06-18,19.4,4.8,1.509,25.4308,50.5139,23.6
2018-06-19,27.3,0.0,1.3706,26.5419,47.4931,19.4
2018-06-20,26.7,0.0,1.5652,27.5762,43.0347,27.3
2018-06-21,27.4,0.0,1.3276,27.5239,46.7431,26.7
2018-06-22,24.1,0.0,3.0031,25.441,53.7292,27.4
2018-06-23,18.6,0.0,2.0779,22.3813,45.5625,24.1
2018-06-24,17.9,0.0,1.7306,22.6916,39.0694,18.6
2018-06-25,22.2,0.0,2.6556,22.5702,48.8056,17.9
2018-06-26,14.8,0.0,1.5743,23.3901,40.5764,22.2
2018-06-27,23.4,0.0,1.7118,24.2812,39.7222,14.8
2018-06-28,16.5,0.0,1.2259,24.0637,38.3681,23.4
2018-06-29,21.8,0.0,1.3044,26.5117,35.7014,16.5
2018-06-30,21.9,0.0,1.3544,27.8349,41.1319,21.8
2018-07-01,25.0,0.0,1.8049,27.404,49.625,21.9
2018-07-02,26.3,0.0,2.0348,26.0922,53.7014,25.0
2018-07-03,27.6,1.6,1.5415,26.7575,51.3194,26.3
2018-07-04,15.8,4.6,1.7167,25.1024,60.2014,27.6
2018-07-05,16.7,31.4,1.5365,23.1607,65.4931,15.8
2018-07-06,19.2,7.8,1.0394,24.255,57.4236,16.7
2018-07-07,18.7,0.0,1.1576,26.0764,50.6806,19.2
2018-07-08,20.3,0.0,1.8432,26.4542,48.5069,18.7
2018-07-09,21.3,0.0,2.0185,26.5794,43.6944,20.3
2018-07-10,27.1,0.0,2.0627,26.262,48.5,21.3
2018-07-11,23.4,0.4,2.8958,22.7568,66.3333,27.1
2018-07-12,32.1,0.0,1.821,23.9722,63.3333,23.4
2018-07-13,35.0,0.0,1.0085,25.924,57.3472,32.1
2018-07-14,30.5,0.0,1.3454,26.3068,57.4306,35.0
2018-07-15,22.1,0.2,1.2259,26.0949,55.9514,30.5
2018-07-16,20.3,0.2,1.9396,23.1631,64.8681,22.1
2018-07-17,18.5,0.0,1.3459,25.3891,54.8681,20.3
2018-07-18,23.1,0.0,1.0121,27.6642,39.0,18.5
2018-07-19,20.6,0.0,1.141,27.7451,43.6736,23.1
2018-07-20,26.7,6.2,1.4169,26.5026,56.8611,20.6
2018-07-21,14.2,20.2,1.141,20.8312,74.0972,26.7
2018-07-22,10.5,4.2,1.1049,23.995,60.4236,14.2
2018-07-23,13.5,1.8,1.39,25.1117,59.2083,10.5
2018-07-24,16.8,0.0,1.3792,27.3905,48.7222,13.5
2018-07-25,19.2,0.0,0.9839,27.9408,47.5972,16.8
2018-07-26,34.7,5.0,1.9612,27.626,56.3542,19.2
2018-07-27,20.9,0.2,1.1631,26.4222,58.0278,34.7
2018-07-28,22.7,0.0,1.2672,26.7551,54.75,20.9
2018-07-29,16.6,0.0,0.8644,26.6799,54.5208,22.7
2018-07-30,24.6,0.0,0.9372,29.0568,50.1944,16.6
2018-07-31,29.0,0.0,1.021,30.2435,48.9792,24.6
2018-08-01,28.7,0.0,1.5035,29.7651,50.8819,29.0
2018-08-02,21.7,0.0,1.8333,28.6899,48.6458,28.7
2018-08-03,23.7,0.0,1.2549,29.6117,49.0417,21.7
2018-08-04,22.6,0.8,1.4036,29.0558,54.1667,23.7
2018-08-05,19.1,0.0,1.0288,29.5301,50.0903,22.6
2018-08-06,25.8,0.0,1.42,30.0253,50.5764,19.1
2018-08-07,15.6,0.0,1.4194,28.64,46.5347,25.8
2018-08-08,20.6,0.0,1.1804,28.5787,50.5347,15.6
2018-08-09,22.5,0.4,1.4033,26.5095,56.9931,20.6
2018-08-10,19.5,0.2,1.1659,26.0146,58.6458,22.5
2018-08-11,18.0,1.4,1.2249,26.2348,57.1042,19.5
2018-08-12,21.7,1.0,1.9336,25.1986,61.8889,18.0
2018-08-13,16.0,0.4,1.0384,23.3642,65.7361,21.7
2018-08-14,15.2,0.0,1.0174,23.4963,61.9097,16.0
2018-08-15,11.6,0.0,1.1457,24.9103,53.9444,15.2
2018-08-16,13.9,0.0,1.4588,25.7183,49.3889,11.6
2018-08-17,16.8,0.0,0.8917,26.6275,47.2917,13.9
2018-08-18,18.2,0.0,1.0825,26.7987,49.3194,16.8
2018-08-19,19.0,0.0,0.7094,27.2158,50.5208,18.2
2018-08-20,19.9,0.0,0.8353,28.3322,47.6806,19.0
2018-08-21,22.7,0.0,0.8748,28.2499,45.6736,19.9
2018-08-22,26.5,0.0,0.8548,28.0455,46.6389,22.7
2018-08-23,27.3,0.0,1.1617,27.8241,48.8056,26.5
2018-08-24,18.0,0.6,1.2087,26.2166,53.3264,27.3
2018-08-25,17.8,36.2,1.9869,19.5287,81.1736,18.0
2018-08-26,9.9,0.0,1.7125,19.9726,61.6319,17.8
2018-08-27,7.7,0.0,1.1961,20.9037,47.8611,9.9
2018-08-28,22.7,0.0,0.8082,23.0894,50.7569,7.7
2018-08-29,22.5,0.0,0.7597,24.2398,48.3889,22.7
2018-08-30,26.6,0.0,1.4894,25.2378,52.1597,22.5
2018-08-31,19.0,25.6,2.0897,20.4777,70.6806,26.6
2018-09-01,8.7,4.0,0.9003,18.0491,75.8056,19.0
2018-09-02,11.2,0.2,1.3445,19.2115,68.1042,8.7
2018-09-03,12.1,0.0,0.9964,20.4662,61.8819,11.2
2018-09-04,15.6,0.0,0.7819,21.7365,58.3264,12.1
2018-09-05,20.0,0.0,0.8417,23.1473,57.5903,15.6
2018-09-06,28.9,6.2,1.0892,22.2124,64.0486,20.0
2018-09-07,20.4,0.8,0.9185,21.0735,70.0278,28.9
2018-09-08,26.6,0.0,0.8483,22.9238,61.9931,20.4
2018-09-09,25.0,0.0,0.7405,23.5728,60.1806,26.6
2018-09-10,29.8,0.0,0.7507,24.3374,60.1389,25.0
2018-09-11,38.4,0.0,0.7188,25.1101,60.375,29.8
2018-09-12,38.7,0.0,0.8432,25.4269,58.375,38.4
2018-09-13,38.3,0.6,1.3237,24.5134,58.2847,38.7
2018-09-14,23.0,0.0,0.9389,23.8617,62.0833,38.3
2018-09-15,36.9,0.0,1.3769,23.6529,65.0764,23.0
2018-09-16,35.3,0.0,1.6188,23.8355,61.9653,36.9
2018-09-17,32.8,0.0,0.8566,23.1474,64.2083,35.3
2018-09-18,36.6,0.0,0.9051,23.3917,63.4931,32.8
2018-09-19,41.3,0.0,0.7624,23.4901,63.6042,36.6
2018-09-20,44.5,0.0,0.6514,24.0738,61.4792,41.3
2018-09-21,39.0,0.0,0.6788,24.4236,57.4653,44.5
2018-09-22,28.8,0.0,1.0743,24.7386,58.2778,39.0
2018-09-23,19.9,0.0,1.4814,23.3627,60.4653,28.8
2018-09-24,15.3,0.0,3.0256,22.7153,43.0486,19.9
2018-09-25,14.8,0.0,2.4258,17.7541,38.2222,15.3
2018-09-26,17.0,0.0,1.686,15.5521,41.5208,14.8
2018-09-27,36.7,0.0,0.607,16.8214,49.9861,17.0
2018-09-28,36.2,0.0,0.579,18.3235,50.5764,36.7
2018-09-29,27.9,0.0,1.4331,19.8401,46.7292,36.2
2018-09-30,21.6,1.6,1.92,17.8588,49.0625,27.9
2018-10-01,20.4,8.4,0.9923,13.4255,75.8681,21.6
2018-10-02,17.1,0.0,0.7844,14.5051,60.7222,20.4
2018-10-03,32.5,0.0,0.6995,15.5797,57.9097,17.1
2018-10-04,44.9,0.0,0.8299,17.0924,57.7639,32.5
2018-10-05,36.6,0.0,0.8447,16.9622,58.2014,44.9
2018-10-06,45.6,0.8,0.8381,16.6355,68.2222,36.6
2018-10-07,32.2,0.0,0.743,16.7332,69.5903,45.6
2018-10-08,43.7,0.0,0.8038,18.7688,64.8333,32.2
2018-10-09,58.1,0.0,0.7082,18.6979,67.6944,43.7
2018-10-10,53.2,0.0,1.7908,19.2931,63.1181,58.1
2018-10-11,53.3,9.0,1.5167,15.8975,77.1389,53.2
2018-10-12,33.9,0.0,0.891,18.0608,73.8125,53.3
2018-10-13,58.1,0.0,0.8707,17.6287,72.875,33.9
2018-10-14,51.8,0.0,0.8557,17.0212,65.0764,58.1
2018-10-15,50.3,0.4,1.1806,17.0056,64.6783,51.8
2018-10-16,46.2,0.0,0.8557,17.6737,63.6597,50.3
2018-10-17,54.7,0.0,0.6501,17.7125,65.0069,46.2
2018-10-18,57.2,0.0,0.5565,17.9431,66.0625,54.7
2018-10-19,51.9,0.0,0.7344,18.0938,66.7292,57.2
2018-10-20,61.0,0.0,0.5985,17.9688,64.9236,51.9
2018-10-21,60.5,0.0,2.0967,15.4615,67.2292,61.0
2018-10-22,15.1,0.0,0.7976,13.9563,51.0069,60.5
2018-10-23,29.5,0.0,1.0016,13.9469,57.1042,15.1
2018-10-24,14.6,0.0,2.3511,19.9928,41.0208,29.5
2018-10-25,59.0,0.0,1.9177,17.2193,62.8819,14.6
2018-10-26,33.7,0.2,1.3594,15.4994,76.1667,59.0
2018-10-27,34.5,23.2,3.0412,14.2449,87.1389,33.7
2018-10-28,14.2,37.8,2.6891,14.694,89.6389,34.5
2018-10-29,13.1,36.2,4.5997,14.0394,87.0972,14.2
2018-10-30,7.3,0.0,2.7004,12.9905,61.6944,13.1
2018-10-31,20.3,5.2,1.654,11.9059,72.8881,7.3
2018-11-01,16.9,21.4,1.7447,11.2919,85.4028,20.3
2018-11-02,28.7,6.2,0.5873,12.7549,84.9792,16.9
2018-11-03,15.2,7.4,0.7267,13.5126,85.2292,28.7
2018-11-04,22.7,0.0,1.0764,14.6685,78.0764,15.2
2018-11-05,22.2,16.8,1.7607,14.3159,86.0764,22.7
2018-11-06,22.0,8.0,3.2901,14.8902,83.1736,22.2
2018-11-07,21.3,4.6,1.1908,14.561,81.4514,22.0
2018-11-08,23.5,2.2,0.6581,14.0186,81.9722,21.3
2018-11-09,27.8,1.2,0.7015,13.7212,84.3264,23.5
2018-11-10,46.1,4.0,2.0705,12.184,85.8194,27.8
2018-11-11,39.1,1.4,1.6981,12.1959,86.7014,46.1
2018-11-12,30.1,0.2,0.7696,13.3969,85.4167,39.1
2018-11-13,30.4,0.2,0.9198,13.8708,83.6944,30.1
2018-11-14,53.5,0.0,0.8176,13.09,83.3403,30.4
2018-11-15,63.2,0.0,0.7185,12.3551,82.6181,53.5
2018-11-16,30.0,0.0,2.1688,11.0546,65.4306,63.2
2018-11-17,21.6,0.0,1.2087,9.0565,55.0069,30.0
2018-11-18,21.2,0.0,1.107,7.0429,49.2014,21.6
2018-11-19,30.5,0.0,1.666,5.2345,63.0139,21.2
2018-11-23,56.4,11.4,0.9415,8.5455,84.0972,30.5
2018-11-24,17.0,9.2,0.8891,8.2017,86.3125,56.4
2018-11-25,33.8,0.0,0.8036,9.1658,79.2847,17.0
2018-11-26,35.6,4.0,0.7906,9.1646,79.0625,33.8
2018-11-27,51.9,0.0,0.685,10.0859,67.2292,35.6
2018-11-28,52.3,0.0,0.8055,7.8508,60.5694,51.9
2018-11-29,53.8,0.0,1.3352,5.7738,69.8125,52.3
2018-11-30,57.9,0.0,0.868,4.5469,71.6111,53.8
2018-12-01,71.9,0.0,0.7397,4.339,77.1597,57.9
2018-12-02,71.0,0.0,0.9569,4.3753,77.1458,71.9
2018-12-06,66.1,0.0,0.782,8.9602,72.3819,71.0
2018-12-08,27.6,1.6,1.7692,10.1162,49.2847,66.1
2018-12-09,34.7,0.0,1.3759,7.9489,61.4861,27.6
2018-12-10,9.7,0.0,2.4515,10.0297,40.2778,34.7
2018-12-11,22.2,0.0,1.0561,7.7269,39.2917,9.7
2018-12-12,44.8,0.0,0.5867,4.7869,44.0069,22.2
2018-12-13,39.7,0.0,0.8907,4.238,50.2778,44.8
2018-12-14,54.6,0.0,0.6785,3.2742,59.7431,39.7
2018-12-15,63.7,0.0,0.7323,1.7324,65.4514,54.6
2018-12-16,78.2,0.0,0.822,2.22,69.7847,63.7
2018-12-17,73.8,0.0,1.0385,2.8075,73.2361,78.2
2018-12-19,73.8,10.4,0.8158,1.4324,83.1389,73.8
2018-12-20,32.8,0.4,1.0343,2.6928,81.9097,73.8
2018-12-21,40.5,0.0,1.0824,1.6775,82.7708,32.8
2018-12-22,42.7,0.0,0.9952,4.5631,77.0,40.5
2018-12-23,50.2,0.0,0.8384,2.5139,87.8056,42.7
2018-12-24,37.7,0.0,1.6063,5.2613,74.5903,50.2
2018-12-25,49.2,0.0,1.0159,3.6953,74.6458,37.7
2018-12-26,42.9,0.0,0.9391,0.4284,85.6181,49.2
2018-12-27,63.1,0.0,0.7171,1.6326,81.8194,42.9
2018-12-30,61.9,0.0,1.3233,7.6971,53.9167,63.1
2018-12-31,71.4,0.0,1.1731,6.0878,63.0347,61.9
2019-01-02,28.8,0.0,2.276,6.5629,39.1806,71.4
